ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0006767,water-soluble vitamin metabolic process,13/1130,62/18903,6.20878118207874e-05,0.00170282879351671,0.001536599074847,DHFR/SLC2A1/SHMT2/SLC19A1/ALDH1L2/RFK/MTR/PANK2/SLC25A32/SLC25A19/CD320/MTRR/PSAT1,13
BP,GO:0007094,mitotic spindle assembly checkpoint signaling,11/1130,46/18903,6.37505173876966e-05,0.00171912708061683,0.00155130632725839,BUB1/BUB1B/CCNB1/CENPF/PLK1/TRIP13/PCID2/PSMG2/SPDL1/AURKB/INCENP,11
BP,GO:0071173,spindle assembly checkpoint signaling,11/1130,46/18903,6.37505173876966e-05,0.00171912708061683,0.00155130632725839,BUB1/BUB1B/CCNB1/CENPF/PLK1/TRIP13/PCID2/PSMG2/SPDL1/AURKB/INCENP,11
BP,GO:0071174,mitotic spindle checkpoint signaling,11/1130,46/18903,6.37505173876966e-05,0.00171912708061683,0.00155130632725839,BUB1/BUB1B/CCNB1/CENPF/PLK1/TRIP13/PCID2/PSMG2/SPDL1/AURKB/INCENP,11
BP,GO:0044772,mitotic cell cycle phase transition,50/1130,473/18903,6.50243495128569e-05,0.00174373630610311,0.00157351320634036,UBE2C/CHEK1/BUB1/TRIAP1/BUB1B/ANKRD17/ZPR1/KLHL18/CCNB2/ECD/CCNB1/GSPT1/ERCC2/CCNA2/APEX1/PML/RRM2/CKS2/CASP2/NASP/CDC34/CENPF/CDK7/PLK1/BLM/PSME3/TFAP4/EIF4G1/CDC16/CUL1/TRIP13/UBE2S/PCID2/SASS6/FBXL6/PSMG2/PINX1/SPDL1/AURKB/ATAD5/UIMC1/PHB2/CDC6/RIOK2/CLSPN/INCENP/GTSE1/DTL/CTDP1/TACC3,50
BP,GO:0018195,peptidyl-arginine modification,8/1130,25/18903,6.88941203768668e-05,0.00183730342021622,0.00165794632229994,PRMT5/PRMT3/CLNS1A/CARM1/PRMT6/PRMT1/WDR77/PRMT7,8
BP,GO:0070525,tRNA threonylcarbamoyladenosine metabolic process,7/1130,19/18903,7.13818168817321e-05,0.00189318697850616,0.00170837454168078,TRMT5/TRMT10C/YRDC/RPUSD4/CDK5RAP1/MTO1/PUS1,7
BP,GO:0032728,positive regulation of interferon-beta production,10/1130,39/18903,7.23407888576936e-05,0.0019081365454431,0.00172186473565221,POLR3A/POLR3G/TLR2/TOMM70/POLR3D/POLR3C/IFIH1/POLR3F/TLR9/POLR3B,10
BP,GO:0032392,DNA geometric change,17/1130,99/18903,7.386990199801e-05,0.00192040694659171,0.00173293730332591,CHD1/CDC45/RECQL4/TOP2A/ERCC2/MCM4/DNA2/BLM/GTF2H2/SUPV3L1/UPF1/TWNK/DHX36/POT1/RUVBL2/RUVBL1/RAD54B,17
BP,GO:0051784,negative regulation of nuclear division,13/1130,63/18903,7.39995218699103e-05,0.00192040694659171,0.00173293730332591,CHEK1/BUB1/BUB1B/RAD1/CCNB1/CENPF/PLK1/TRIP13/PCID2/PSMG2/SPDL1/AURKB/INCENP,13
BP,GO:0098781,ncRNA transcription,13/1130,63/18903,7.39995218699103e-05,0.00192040694659171,0.00173293730332591,POLR1G/NPM3/ERCC2/NCL/CDK7/ZNF143/MARS1/TCOF1/PWP1/NIFK/POLR1E/NOL11/POLR1B,13
BP,GO:0006405,RNA export from nucleus,16/1130,90/18903,7.77065225637089e-05,0.00200582558510707,0.00181001739582678,XPOT/NUP155/SSB/NPM1/NSUN2/GLE1/PCID2/NUP188/NUP93/THOC2/UPF1/THOC1/THOC3/NOL6/XPO5/DDX19A,16
BP,GO:0006414,translational elongation,12/1130,55/18903,7.85712908796827e-05,0.0020119101954891,0.0018155080280732,EEF2/EEF1B2/EEF1G/EEF1D/TUFM/AARS1/EIF5A/ZNF598/GFM1/DPH2/DPH1/DPH5,12
BP,GO:0031577,spindle checkpoint signaling,11/1130,47/18903,7.87758497923014e-05,0.0020119101954891,0.0018155080280732,BUB1/BUB1B/CCNB1/CENPF/PLK1/TRIP13/PCID2/PSMG2/SPDL1/AURKB/INCENP,11
BP,GO:0019080,viral gene expression,17/1130,100/18903,8.4121652178249e-05,0.0021371327108653,0.0019285063529839,CHD1/EIF3D/CCNT1/TRIM13/CSDE1/EIF3G/SSB/CANX/EIF3B/GTF2B/TFAP4/MOGS/EIF3A/RRP1B/PRMT1/EIF3L/CTDP1,17
BP,GO:1901988,negative regulation of cell cycle phase transition,33/1130,272/18903,8.76793134978357e-05,0.00220839234804037,0.00199280964229521,MEN1/CHEK1/BUB1/TRIAP1/BUB1B/RAD1/CDC45/CCNB1/PML/CASP2/CENPF/DNA2/PLK1/BLM/NSUN2/ATR/TRIP13/SETMAR/PCID2/METTL13/PSMG2/PINX1/SPDL1/THOC1/AURKB/UIMC1/CDC6/CLSPN/INCENP/GTSE1/DTL/FEM1B/TELO2,33
BP,GO:0071806,protein transmembrane transport,13/1130,64/18903,8.78415850059561e-05,0.00220839234804037,0.00199280964229521,TIMM23/TIMM44/TOMM70/TOMM40/HSPD1/HSPA5/PEX5/SEC61A1/TIMM50/DNLZ/GRPEL2/GRPEL1/DNAJC15,13
BP,GO:0006264,mitochondrial DNA replication,6/1130,14/18903,8.91906372296554e-05,0.00223069018604946,0.00201293077096435,LIG3/DNA2/ENDOG/DNAJA3/TWNK/POLG2,6
BP,GO:0045786,negative regulation of cell cycle,44/1130,405/18903,9.38559244730192e-05,0.00233527086304775,0.00210730230856947,MEN1/IPO5/CHEK1/RRP8/BUB1/TRIAP1/BUB1B/RAD1/CDC45/GMNN/IPO7/NPM1/CCNB1/TNFAIP3/PML/NAA10/CASP2/CENPF/DNA2/PLK1/BLM/TFAP4/NSUN2/ATR/SCRIB/TRIP13/SETMAR/PCID2/METTL13/PSMG2/PINX1/SPDL1/THOC1/AURKB/UIMC1/CDK5RAP1/CDC6/CLSPN/INCENP/NLE1/GTSE1/DTL/FEM1B/TELO2,44
BP,GO:0045839,negative regulation of mitotic nuclear division,12/1130,56/18903,9.46202589186971e-05,0.00234132904859676,0.00211276909556844,CHEK1/BUB1/BUB1B/CCNB1/CENPF/PLK1/TRIP13/PCID2/PSMG2/SPDL1/AURKB/INCENP,12
BP,GO:1901605,alpha-amino acid metabolic process,27/1130,205/18903,9.50695035270283e-05,0.00234132904859676,0.00211276909556844,PFAS/GCAT/DHFR/ASS1/OAT/ASNS/GOT1/GART/AHCY/CAD/PYCR1/SHMT2/CBS/GMPS/ALDH18A1/PSPH/PPAT/BLMH/PYCR3/GPT2/GCDH/IL4I1/MTR/MRI1/NIT2/MTRR/PSAT1,27
BP,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,11/1130,48/18903,9.67294197799788e-05,0.00237011629075105,0.00213874613438179,BUB1/BUB1B/CCNB1/CENPF/PLK1/TRIP13/PCID2/PSMG2/SPDL1/AURKB/INCENP,11
BP,GO:0000819,sister chromatid segregation,30/1130,239/18903,9.764346287236e-05,0.00238042926911556,0.00214805236239142,UBE2C/BUB1/BUB1B/TOP2A/CCNB1/NAA10/CENPF/PLK1/CDC16/RRS1/TRIP13/SGO2/PCID2/KIF18B/PIBF1/PSMG2/PINX1/SPDL1/AURKB/SPAG5/PHB2/KIF2C/CDC6/CENPK/KATNB1/RIOK2/NAA50/INCENP/NUDC/TACC3,30
BP,GO:0006144,purine nucleobase metabolic process,7/1130,20/18903,0.000104167156329089,0.00251407431800255,0.00226865101520931,APRT/GART/PAICS/SHMT2/GMPS/PRPS1/PPAT,7
BP,GO:0036260,RNA capping,7/1130,20/18903,0.000104167156329089,0.00251407431800255,0.00226865101520931,UTP20/SNRPD2/NOP14/TBL3/NOP9/TGS1/ABT1,7
BP,GO:0050657,nucleic acid transport,23/1130,163/18903,0.000107897419090417,0.00257832099974971,0.00232662595203827,XPOT/NUP155/SSB/NPM1/LRPPRC/YBX1/NSUN2/SLBP/GLE1/PCID2/NUP188/NUP93/THOC2/PNPT1/UPF1/THOC1/THOC3/NDC1/MRPL18/NOL6/XPO5/AAAS/DDX19A,23
BP,GO:0050658,RNA transport,23/1130,163/18903,0.000107897419090417,0.00257832099974971,0.00232662595203827,XPOT/NUP155/SSB/NPM1/LRPPRC/YBX1/NSUN2/SLBP/GLE1/PCID2/NUP188/NUP93/THOC2/PNPT1/UPF1/THOC1/THOC3/NDC1/MRPL18/NOL6/XPO5/AAAS/DDX19A,23
BP,GO:0032608,interferon-beta production,12/1130,57/18903,0.000113407570361563,0.0026834232457611,0.00242146814322058,POLR3A/POLR3G/TLR2/TOMM70/POLR3D/RELB/CACTIN/POLR3C/IFIH1/POLR3F/TLR9/POLR3B,12
BP,GO:0032648,regulation of interferon-beta production,12/1130,57/18903,0.000113407570361563,0.0026834232457611,0.00242146814322058,POLR3A/POLR3G/TLR2/TOMM70/POLR3D/RELB/CACTIN/POLR3C/IFIH1/POLR3F/TLR9/POLR3B,12
BP,GO:0006458,'de novo' protein folding,10/1130,41/18903,0.000114376049110628,0.00269313750759513,0.00243023410125688,CD74/HSPD1/HSPA5/HSPA8/HSPA9/HSPE1/HSPA14/HSPH1/DNAJC2/SDF2L1,10
BP,GO:0046165,alcohol biosynthetic process,21/1130,143/18903,0.000119332988645973,0.00279621522424326,0.00252324939712333,ERLIN1/DHFR/HMGCR/FDPS/GOT1/FDFT1/LSS/MVD/HMGCS1/MVK/SCAP/IDI1/PMVK/DHCR24/MSMO1/CYP51A1/DHDDS/NUS1/ABCA2/ARV1/DHCR7,21
BP,GO:0009142,nucleoside triphosphate biosynthetic process,20/1130,134/18903,0.000137001290203408,0.00319471124546789,0.00288284433695247,NDUFB3/NDUFS6/NDUFB4/NDUFB8/NDUFA7/NDUFA10/ALDOA/ENO1/IMPDH2/NME1/IMPDH1/AK4/CAD/NDUFS1/NDUFV1/ATP5MJ/NDUFA6/TMSB4X/UCK2/NDUFB9,20
BP,GO:0046655,folic acid metabolic process,6/1130,15/18903,0.000141139877238472,0.00325972338483304,0.00294151000761923,DHFR/SHMT2/SLC19A1/ALDH1L2/SLC25A32/MTRR,6
BP,GO:2000767,positive regulation of cytoplasmic translation,6/1130,15/18903,0.000141139877238472,0.00325972338483304,0.00294151000761923,SYNCRIP/CSDE1/PABPC1/YBX3/YBX1/DHX36,6
BP,GO:0031396,regulation of protein ubiquitination,27/1130,210/18903,0.000143079630082055,0.00327762689679071,0.00295766578324119,UBE2C/OGT/BUB1B/PRMT3/SASH1/UBR5/BAG2/NPM1/HSP90AB1/HSPA5/TNFAIP3/RPS3/DNAJA1/RPL5/PLK1/RPS7/RPS15/AIMP2/SQSTM1/UBE2S/PINX1/DCUN1D5/GTPBP4/NDFIP2/GNL3L/HSPBP1/IVNS1ABP,27
BP,GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,11/1130,50/18903,0.000143273104458844,0.00327762689679071,0.00295766578324119,BUB1/BUB1B/CCNB1/CENPF/PLK1/TRIP13/PCID2/PSMG2/SPDL1/AURKB/INCENP,11
BP,GO:0006450,regulation of translational fidelity,7/1130,21/18903,0.000148217937347923,0.00335891072102547,0.00303101470099187,EIF2S3/IARS1/AARS1/YRDC/CDK5RAP1/DNAJC2/LARS1,7
BP,GO:0042790,nucleolar large rRNA transcription by RNA polymerase I,7/1130,21/18903,0.000148217937347923,0.00335891072102547,0.00303101470099187,ERCC2/NCL/MARS1/TCOF1/PWP1/POLR1E/NOL11,7
BP,GO:0007091,metaphase/anaphase transition of mitotic cell cycle,16/1130,95/18903,0.000150855210687876,0.00340270141117,0.00307053055497507,UBE2C/BUB1/BUB1B/CCNB1/CENPF/PLK1/CDC16/TRIP13/PCID2/PSMG2/SPDL1/AURKB/CDC6/RIOK2/INCENP/TACC3,16
BP,GO:0032479,regulation of type I interferon production,17/1130,105/18903,0.000156451742123602,0.00349626184828993,0.00315495764574788,POLR3A/POLR3G/TLR2/TOMM70/GAPDH/POLR3D/HSPD1/RELB/IRF8/CACTIN/POLR3C/IFIH1/POLR3F/DHX36/DHX33/TLR9/POLR3B,17
BP,GO:0032606,type I interferon production,17/1130,105/18903,0.000156451742123602,0.00349626184828993,0.00315495764574788,POLR3A/POLR3G/TLR2/TOMM70/GAPDH/POLR3D/HSPD1/RELB/IRF8/CACTIN/POLR3C/IFIH1/POLR3F/DHX36/DHX33/TLR9/POLR3B,17
BP,GO:1903321,negative regulation of protein modification by small protein conjugation or removal,16/1130,96/18903,0.000171146716570762,0.00377678558779823,0.00340809672833929,OGT/BUB1B/PRMT3/UBR5/BAG2/TNFAIP3/RPS3/DNAJA1/RPL5/RPS7/RPS15/SQSTM1/PINX1/GTPBP4/GNL3L/IVNS1ABP,16
BP,GO:0006120,mitochondrial electron transport, NADH to ubiquinone,11/1130,51/18903,0.000172916845846987,0.00377678558779823,0.00340809672833929,NDUFB3/NDUFS6/NDUFB4/NDUFB8/NDUFA7/NDUFA10/NDUFS1/NDUFV1/NDUFA6/DNAJC15/NDUFB9,11
BP,GO:0033046,negative regulation of sister chromatid segregation,11/1130,51/18903,0.000172916845846987,0.00377678558779823,0.00340809672833929,BUB1/BUB1B/CCNB1/CENPF/PLK1/TRIP13/PCID2/PSMG2/SPDL1/AURKB/INCENP,11
BP,GO:0033048,negative regulation of mitotic sister chromatid segregation,11/1130,51/18903,0.000172916845846987,0.00377678558779823,0.00340809672833929,BUB1/BUB1B/CCNB1/CENPF/PLK1/TRIP13/PCID2/PSMG2/SPDL1/AURKB/INCENP,11
BP,GO:2000816,negative regulation of mitotic sister chromatid separation,11/1130,51/18903,0.000172916845846987,0.00377678558779823,0.00340809672833929,BUB1/BUB1B/CCNB1/CENPF/PLK1/TRIP13/PCID2/PSMG2/SPDL1/AURKB/INCENP,11
BP,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,18/1130,117/18903,0.000197422790418146,0.00429261175382159,0.003873568073733,NDUFB3/NDUFS6/NDUFB4/NDUFB8/NDUFA7/NDUFA10/ALDOA/ENO1/IMPDH2/NME1/IMPDH1/AK4/NDUFS1/NDUFV1/ATP5MJ/NDUFA6/TMSB4X/NDUFB9,18
BP,GO:0009199,ribonucleoside triphosphate metabolic process,30/1130,249/18903,0.000203616656999316,0.00440743319881478,0.00397718067813626,OGT/NDUFB3/NDUFS6/CLPX/NDUFB4/NDUFB8/NDUFA7/NDUFA10/LDHA/ALDOA/GAPDH/INSR/ENO1/ALDOC/HSPA8/IMPDH2/NME1/IMPDH1/AK4/CAD/NDUFS1/NDUFV1/HK2/ATP5MJ/NDUFA6/TMSB4X/FIGNL1/UCK2/NUDT5/NDUFB9,30
BP,GO:0015980,energy derivation by oxidation of organic compounds,37/1130,333/18903,0.000210680284887498,0.00453997203192835,0.0040967811036864,COX7A2L/UQCRQ/NDUFB3/IDH3B/NDUFS6/NDUFB4/NDUFB8/NDUFA7/NDUFA10/CAT/INSR/PYGL/COX5B/COX4I1/CCNB1/COX7C/AK4/NDUFS1/ADSL/UQCRC1/SHMT2/PPP1CC/IREB2/NDUFV1/NDUFA6/CYCS/TRAP1/COA6/NOA1/PNPT1/CHCHD10/MYBBP1A/PANK2/POLG2/IRS2/DNAJC15/NDUFB9,37
BP,GO:0070131,positive regulation of mitochondrial translation,6/1130,16/18903,0.000214426590986615,0.00456741011195658,0.0041215406852412,FASTKD3/RPUSD3/TRMT10C/MRPS27/RPUSD4/CDK5RAP1,6
BP,GO:0099116,tRNA 5'-end processing,6/1130,16/18903,0.000214426590986615,0.00456741011195658,0.0041215406852412,PRORP/RPP40/SSB/TRMT10C/POP1/RPP25,6
BP,GO:0051053,negative regulation of DNA metabolic process,21/1130,149/18903,0.00021479223024946,0.00456741011195658,0.0041215406852412,MEN1/DFFA/CHEK1/GMNN/UBR5/RPS3/MLH1/LIG3/BLM/ATR/TTF1/ACD/PINX1/THOC1/DNAJC2/CDC6/NUDT16L1/GTPBP4/NAT10/POT1/GNL3L,21
BP,GO:0010965,regulation of mitotic sister chromatid separation,16/1130,98/18903,0.000218949373211985,0.00461514683185262,0.00416461735854375,UBE2C/BUB1/BUB1B/CCNB1/CENPF/PLK1/CDC16/TRIP13/PCID2/PSMG2/SPDL1/AURKB/CDC6/RIOK2/INCENP/TACC3,16
BP,GO:0044784,metaphase/anaphase transition of cell cycle,16/1130,98/18903,0.000218949373211985,0.00461514683185262,0.00416461735854375,UBE2C/BUB1/BUB1B/CCNB1/CENPF/PLK1/CDC16/TRIP13/PCID2/PSMG2/SPDL1/AURKB/CDC6/RIOK2/INCENP/TACC3,16
BP,GO:0009145,purine nucleoside triphosphate biosynthetic process,18/1130,118/18903,0.000220184499652987,0.00462100252097813,0.00416990141676916,NDUFB3/NDUFS6/NDUFB4/NDUFB8/NDUFA7/NDUFA10/ALDOA/ENO1/IMPDH2/NME1/IMPDH1/AK4/NDUFS1/NDUFV1/ATP5MJ/NDUFA6/TMSB4X/NDUFB9,18
BP,GO:0097193,intrinsic apoptotic signaling pathway,34/1130,298/18903,0.000228009152278955,0.00476450293528361,0.00429939335671139,RRP8/TRIAP1/URI1/CD74/ENO1/P4HB/YBX3/CEBPB/DDX5/RPS3/PML/ERP29/DNAJA1/MLH1/CASP2/BAG6/BCAP31/RPS7/EIF5A/CYCS/PLAUR/TRAP1/CUL1/PDK1/CYP1B1/FIGNL1/ZNF622/ATAD5/MYBBP1A/BBC3/RRN3/NOC2L/HYOU1/IVNS1ABP,34
BP,GO:0009615,response to virus,43/1130,409/18903,0.000232071320612857,0.00482848389913044,0.00435712851495464,LGALS9/POLR3A/POLR3G/TLR2/TRIM13/ANKRD17/URI1/TOMM70/TTC4/POLR3D/ENO1/POU2F2/IFNGR1/AZU1/TNFAIP3/EEF1G/CALR/PML/PHB1/RPS15A/EIF5A/RRP1B/AKAP1/PHB2/LYST/POLR3C/VAMP8/IFIH1/UNC93B1/POLR3F/DHX36/DDX21/TLR9/ABCF3/ATAD3A/POLR3E/POLR3B/DDX56/NDUFAF4/ZNFX1/POLR3K/AUP1/IVNS1ABP,43
BP,GO:0031570,DNA integrity checkpoint signaling,19/1130,129/18903,0.000237643226533999,0.00492319250849619,0.00444259169368732,CHEK1/TRIAP1/RAD1/CDC45/PML/CASP2/DNA2/PLK1/BLM/ATR/SETMAR/THOC1/UIMC1/CDC6/CLSPN/GTSE1/DTL/FEM1B/TELO2,19
BP,GO:0006383,transcription by RNA polymerase III,11/1130,53/18903,0.000247996470593225,0.00507236848963346,0.00457720515305426,POLR1C/POLR3G/POLR3D/ZNF143/MYBBP1A/POLR3C/POLR3F/DHX36/DDX21/POLR3K/IVNS1ABP,11
BP,GO:0051985,negative regulation of chromosome segregation,11/1130,53/18903,0.000247996470593225,0.00507236848963346,0.00457720515305426,BUB1/BUB1B/CCNB1/CENPF/PLK1/TRIP13/PCID2/PSMG2/SPDL1/AURKB/INCENP,11
BP,GO:1905819,negative regulation of chromosome separation,11/1130,53/18903,0.000247996470593225,0.00507236848963346,0.00457720515305426,BUB1/BUB1B/CCNB1/CENPF/PLK1/TRIP13/PCID2/PSMG2/SPDL1/AURKB/INCENP,11
BP,GO:0034975,protein folding in endoplasmic reticulum,5/1130,11/18903,0.000258033613244746,0.00521141527670455,0.00470267822773291,P4HB/HSPA5/HSP90B1/CALR/CANX,5
BP,GO:0075522,IRES-dependent viral translational initiation,5/1130,11/18903,0.000258033613244746,0.00521141527670455,0.00470267822773291,EIF3D/CSDE1/SSB/EIF3B/EIF3A,5
BP,GO:1902415,regulation of mRNA binding,5/1130,11/18903,0.000258033613244746,0.00521141527670455,0.00470267822773291,EIF3D/EIF3E/EIF4G1/CARM1/EIF3C,5
BP,GO:1904029,regulation of cyclin-dependent protein kinase activity,18/1130,120/18903,0.000272663725727396,0.00548394918369224,0.00494860744324545,MEN1/IPO5/CCNT1/CCNB2/IPO7/HSP90AB1/CCNB1/CCNA2/TNFAIP3/CKS2/CDK7/PLK1/BLM/TFAP4/CDK5RAP1/CDC6/GTPBP4/BCCIP,18
BP,GO:0032042,mitochondrial DNA metabolic process,7/1130,23/18903,0.000281231986392776,0.00563280829177564,0.00508293496262637,LONP1/LIG3/DNA2/ENDOG/DNAJA3/TWNK/POLG2,7
BP,GO:0032200,telomere organization,24/1130,185/18903,0.000285944589683034,0.00570353113388433,0.00514675385867071,RECQL4/HSP90AB1/APEX1/PML/CCT8/DNA2/BLM/ATR/NSMCE1/UPF1/ACD/PINX1/AURKB/GNL3/TNKS1BP1/NAT10/DHX36/ACTR8/POT1/GNL3L/EXO1/RUVBL2/RUVBL1/TELO2,24
BP,GO:1905818,regulation of chromosome separation,17/1130,111/18903,0.000310465679515532,0.00612684348109319,0.00552874256098124,UBE2C/BUB1/BUB1B/CCNB1/CENPF/PLK1/CSNK2A1/CDC16/TRIP13/PCID2/PSMG2/SPDL1/AURKB/CDC6/RIOK2/INCENP/TACC3,17
BP,GO:0009141,nucleoside triphosphate metabolic process,31/1130,267/18903,0.000311508569026793,0.00612684348109319,0.00552874256098124,OGT/NDUFB3/NDUFS6/CLPX/NDUFB4/NDUFB8/NDUFA7/NDUFA10/LDHA/ALDOA/GAPDH/INSR/ENO1/ALDOC/HSPA8/IMPDH2/NME1/IMPDH1/AK4/CAD/NDUFS1/NDUFV1/HK2/ATP5MJ/NDUFA6/TMSB4X/FIGNL1/UCK2/DCTPP1/NUDT5/NDUFB9,31
BP,GO:0032204,regulation of telomere maintenance,16/1130,101/18903,0.000312244353915252,0.00612684348109319,0.00552874256098124,PML/CCT8/ATR/NSMCE1/UPF1/ACD/PINX1/AURKB/GNL3/NAT10/DHX36/ACTR8/POT1/GNL3L/RUVBL2/RUVBL1,16
BP,GO:0051306,mitotic sister chromatid separation,16/1130,101/18903,0.000312244353915252,0.00612684348109319,0.00552874256098124,UBE2C/BUB1/BUB1B/CCNB1/CENPF/PLK1/CDC16/TRIP13/PCID2/PSMG2/SPDL1/AURKB/CDC6/RIOK2/INCENP/TACC3,16
BP,GO:0051983,regulation of chromosome segregation,19/1130,132/18903,0.000320992055578134,0.00627299049504312,0.00566062274017608,UBE2C/BUB1/BUB1B/CCNB1/CENPF/PLK1/CSNK2A1/CDC16/TRIP13/PCID2/PSMG2/SPDL1/AURKB/KIF2C/CDC6/RIOK2/INCENP/RAD18/TACC3,19
BP,GO:0030071,regulation of mitotic metaphase/anaphase transition,15/1130,92/18903,0.000346047471377743,0.00673536751750147,0.00607786263396053,UBE2C/BUB1/BUB1B/CCNB1/CENPF/PLK1/CDC16/TRIP13/PCID2/PSMG2/SPDL1/AURKB/CDC6/RIOK2/INCENP,15
BP,GO:1901990,regulation of mitotic cell cycle phase transition,38/1130,354/18903,0.000348264700827056,0.00675130004374377,0.00609223983099707,UBE2C/CHEK1/BUB1/TRIAP1/BUB1B/ANKRD17/KLHL18/ECD/CCNB1/ERCC2/APEX1/PML/RRM2/CASP2/CENPF/CDK7/PLK1/BLM/PSME3/TFAP4/EIF4G1/CDC16/TRIP13/PCID2/SASS6/PSMG2/PINX1/SPDL1/AURKB/ATAD5/UIMC1/PHB2/CDC6/RIOK2/CLSPN/INCENP/GTSE1/DTL,38
BP,GO:0000002,mitochondrial genome maintenance,8/1130,31/18903,0.000364622564506942,0.00704013247550004,0.00635287651338832,TYMP/LONP1/LIG3/DNA2/ENDOG/DNAJA3/TWNK/POLG2,8
BP,GO:0010948,negative regulation of cell cycle process,35/1130,318/18903,0.000368790657925738,0.00709224105899417,0.00639989827006376,MEN1/CHEK1/BUB1/TRIAP1/BUB1B/RAD1/CDC45/NPM1/CCNB1/PML/NAA10/CASP2/CENPF/DNA2/PLK1/BLM/NSUN2/ATR/TRIP13/SETMAR/PCID2/METTL13/PSMG2/PINX1/SPDL1/THOC1/AURKB/UIMC1/CDC6/CLSPN/INCENP/GTSE1/DTL/FEM1B/TELO2,35
BP,GO:1904666,regulation of ubiquitin protein ligase activity,7/1130,24/18903,0.000376680779068744,0.00721523063716201,0.00651088163653493,UBE2C/BAG2/RPL5/PLK1/RPS7/RPS15/UBE2S,7
BP,GO:0044403,biological process involved in symbiotic interaction,34/1130,307/18903,0.000396545842605007,0.00756571850693426,0.00682715496858548,LGALS9/KPNA3/CHD1/SIVA1/CCNT1/TFRC/CD74/GAPDH/INSR/P4HB/SLC3A2/HSP90AB1/CTSG/RPSA/HSPD1/HSPA8/PC/AZU1/SLC7A1/PHB1/BSG/FASN/TFAP4/SLC20A2/SELPLG/RRP1B/SLC1A5/THOC2/SCARB1/THOC1/THOC3/VAMP8/DDX56/CTDP1,34
BP,GO:0033047,regulation of mitotic sister chromatid segregation,11/1130,56/18903,0.000411049623318784,0.00781156114866051,0.00704899851344023,BUB1/BUB1B/CCNB1/CENPF/PLK1/TRIP13/PCID2/PSMG2/SPDL1/AURKB/INCENP,11
BP,GO:0001731,formation of translation preinitiation complex,5/1130,12/18903,0.000420595056233314,0.00793051693921174,0.00715634186962769,EIF2S2/EIF4B/EIF2S3/EIF5/EIF4H,5
BP,GO:0070601,centromeric sister chromatid cohesion,5/1130,12/18903,0.000420595056233314,0.00793051693921174,0.00715634186962769,BUB1/BUB1B/NAA10/SGO2/NAA50,5
BP,GO:0006402,mRNA catabolic process,29/1130,248/18903,0.000426044130257247,0.00800200395623242,0.00722085034202125,ZC3H12D/SYNCRIP/CSDE1/SSB/NPM1/PABPC1/GSPT1/YBX3/DDX5/APEX1/MLH1/EIF3E/ETF1/YBX1/PABPC4/DHX34/FASTKD3/PCID2/LARP1/SUPV3L1/SERBP1/PNPT1/UPF1/TBRG4/CNOT6L/TNKS1BP1/DHX36/MRTO4/DIS3,29
BP,GO:0051304,chromosome separation,19/1130,135/18903,0.000428724003598257,0.00802112699755344,0.00723810659685674,UBE2C/BUB1/BUB1B/TOP2A/CCNB1/MLH1/CENPF/PLK1/CSNK2A1/CDC16/TRIP13/PCID2/PSMG2/SPDL1/AURKB/CDC6/RIOK2/INCENP/TACC3,19
BP,GO:1903311,regulation of mRNA metabolic process,34/1130,309/18903,0.000446443021288562,0.00832038789096483,0.00750815371709844,ZC3H12D/PRMT5/SYNCRIP/CSDE1/NPM1/HSPA8/PABPC1/YBX3/DDX5/NCL/APEX1/MLH1/CLNS1A/YBX1/SFSWAP/PABPC4/DHX34/FASTKD3/WTAP/PCID2/LARP1/SERBP1/PNPT1/PTCD2/UPF1/TBRG4/CNOT6L/SRPK1/WDR77/TNKS1BP1/DHX36/MBNL3/PUF60/DIS3,34
BP,GO:0046653,tetrahydrofolate metabolic process,6/1130,18/18903,0.000448256631997411,0.00832205677942886,0.00750965968909024,DHFR/GART/ATIC/SHMT2/ALDH1L2/MTHFD1L,6
BP,GO:0051085,chaperone cofactor-dependent protein refolding,8/1130,32/18903,0.000460929353183148,0.00852454401461708,0.00769238017129207,CD74/HSPA5/HSPA8/HSPA9/HSPE1/HSPA14/HSPH1/SDF2L1,8
BP,GO:0043648,dicarboxylic acid metabolic process,15/1130,95/18903,0.000493135607679176,0.00905081968922958,0.00816728094687384,IDH3B/DHFR/ASS1/OAT/GOT1/ATIC/SHMT2/SLC19A1/ALDH18A1/ALDH1L2/MTHFD1L/GPT2/SLC25A32/NIT2/MTRR,15
BP,GO:1902099,regulation of metaphase/anaphase transition of cell cycle,15/1130,95/18903,0.000493135607679176,0.00905081968922958,0.00816728094687384,UBE2C/BUB1/BUB1B/CCNB1/CENPF/PLK1/CDC16/TRIP13/PCID2/PSMG2/SPDL1/AURKB/CDC6/RIOK2/INCENP,15
